C,NEMP.WORLD,PREDISPATCH,AEMO,PUBLIC,2026/09/04,03:32:05,0000000535965578,,0000000535965573
I,PREDISPATCH,CASESOLUTION,2,PREDISPATCHSEQNO,RUNNO,SOLUTIONSTATUS,SPDVERSION,NONPHYSICALLOSSES,TOTALOBJECTIVE,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALASPROFILEVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,LASTCHANGED,INTERVENTION
D,PREDISPATCH,CASESOLUTION,2,"2026/09/04 04:00:00",1,2,,0,-540471836.4080,0,0,0,0,0,,,,,0,0,0,"2026/09/04 03:31:55",0
I,PDREGION,,5,PREDISPATCHSEQNO,RUNNO,REGIONID,PERIODID,RRP,EEP,TOTALDEMAND,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,AVAILABLEGENERATION,AVAILABLELOAD,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,RAISE6SECRRP,RAISE60SECRRP,RAISE5MINRRP,RAISEREGRRP,LOWER6SECRRP,LOWER60SECRRP,LOWER5MINRRP,LOWERREGRRP,RAISE6SECACTUALAVAILABILITY,RAISE60SECACTUALAVAILABILITY,RAISE5MINACTUALAVAILABILITY,RAISEREGACTUALAVAILABILITY,LOWER6SECACTUALAVAILABILITY,LOWER60SECACTUALAVAILABILITY,LOWER5MINACTUALAVAILABILITY,LOWERREGACTUALAVAILABILITY,DECAVAILABILITY,LORSURPLUS,LRCSURPLUS,INTERVENTION,LOWER1SECLOCALDISPATCH,RAISE1SECLOCALDISPATCH,RAISE1SECACTUALAVAILABILITY,LOWER1SECACTUALAVAILABILITY,SS_SOLAR_AVAILABILITY,SS_WIND_AVAILABILITY,RAISE1SECRRP,LOWER1SECRRP
D,PDREGION,,5,"2026/09/04 04:00:00",1,NSW1,"2026/09/04 23:00:00",83.99,0,7746.92,6313.36,0,-1433.56,0,,,34,,,,,,,,14,,,,,,,,14,,,,,,,,70.82,,,,,,,,68.07,,,,,,,,47.06,,,,,,12604.785,2540,7921.34519,7800.59,,20,,,,25,,,,,,,,,,,,,,,,,,,0.09,0.09,0.05,5,0.01,0.03,0.01,4.16,769,851,1104,1137,949.7055,992.7055,972.7055,1427.654653,12144.7850,,,0,10,17,531,591,0,1028.785,0.04,0.01
D,PDREGION,,5,"2026/09/04 04:00:00",1,NSW1,"2026/09/04 23:30:00",71.85478,0,7574.46,6396.54,0,-1177.92,0,,,34,,,,,,,,14,,,,,,,,14,,,,,,,,69.49,,,,,,,,57.3,,,,,,,,50.3,,,,,,13064.951,2540,7800.58624,7628.38,,10,,,,21,,,,,,,,,,,,,,,,,,,0.09,0.09,0.05,5,0.01,0.03,0.01,2,769,851,1104,1137,916,959,939,1393.949153,12604.9510,,,0,10,17,531,591,0,1060.951,0.04,0.01
D,PDREGION,,5,"2026/09/04 04:00:00",1,NSW1,"2026/09/05 00:00:00",63.65965,0,7392.07,6156.83,0,-1235.25,0,,,30.14,,,,,,,,14,,,,,,,,14,,,,,,,,56,,,,,,,,57.89,,,,,,,,52.47,,,,,,13042.826,2540,7628.37899,7446.51,,0,,,,21,,,,,,,,,,,,,,,,,,,0.09,0.09,0.03,4.98,0.01,0.03,0.01,0.37,769,851,1104,1137,916,959,939,1393.949153,12582.8260,,,0,10,17,531,591,0,1093.826,0.04,0.01
D,PDREGION,,5,"2026/09/04 04:00:00",1,NSW1,"2026/09/05 00:30:00",57.39007,0,7246.86,6175.6,0,-1071.26,0,,,24,,,,,,,,14,,,,,,,,14,,,,,,,,56,,,,,,,,61.77,,,,,,,,54.76,,,,,,13059.377,2540,7446.51478,7304.27,,0,,,,66,,,,,,,,,,,,,,,,,,,0.09,0.09,0.03,7.8,0.01,0.03,0.01,0.37,769,851,1104,1137,916,959,939,1393.949153,12599.3770,,,0,10,17,531,591,0,1115.377,0.04,0.01
D,PDREGION,,5,"2026/09/04 04:00:00",1,NSW1,"2026/09/05 01:00:00",52.89,0,7070.88,6057.23,48.48,-1062.13,0,,,34,,,,,,,,14,,,,,,,,14,,,,,,,,56,,,,,,,,94.25,,,,,,,,65.25,,,,,,13062.231,2540,7304.26788,7178.25,,0,,,,42,,,,,,,,,,,,,,,,,,,0.09,0.09,0.05,4.98,0.01,0.03,0.01,0.69,769,851,1104,1137,916,959,939,1393.949153,12602.2310,,,0,10,17,531,591,0,1124.231,0.04,0.01
D,PDREGION,,5,"2026/09/04 04:00:00",1,NSW1,"2026/09/05 01:30:00",51.84259,0,6867.99,6063.56,132,-936.42,0,,,34,,,,,,,,14,,,,,,,,14,,,,,,,,56,,,,,,,,77.62,,,,,,,,45.67,,,,,,13193.563,2540,7178.24665,7058.98,,0,,,,63,,,,,,,,,,,,,,,,,,,0.09,0.09,0.03,5,0.01,0.03,0.01,0.69,791.666667,873.666667,1126.666667,1177,902,945,925,1353.949153,12671.331520,,,0,10,23,553.666667,577,0,1170.563,0.04,0.01
D,PDREGION,,5,"2026/09/04 04:00:00",1,NSW1,"2026/09/05 02:00:00",42.80007,0,6685.76,5929.18,152,-908.57,0,,,34,,,,,,,,24,,,,,,,,14,,,,,,,,56,,,,,,,,76.48,,,,,,,,47.87,,,,,,13256.088,2540,7058.97773,6896.82,,0,,,,58,,,,,,,,,,,,,,,,,,,0.09,0.09,0.03,2.71014,0.01,0.2,0.01,0.37,803,885,1138,1210,882,925,905,1333.949153,12793.627920,,,0,10,17,565,557,0,1233.088,0.04,0.01
D,PDREGION,,5,"2026/09/04 04:00:00",1,NSW1,"2026/09/05 02:30:00",50.60083,0,6537.57,6008.99,227,-755.58,0,,,24,,,,,,,,24,,,,,,,,14,,,,,,,,56,,,,,,,,45,,,,,,,,44,,,,,,13448.99,2540,6896.82299,6827.8,,0,,,,28,,,,,,,,,,,,,,,,,,,0.04,0.09,0.03,1.05,0.03,0.38,0.01,0.69,791.666667,873.666667,1126.666667,1177,902,945,925,1353.949153,12988.99,,,0,10,17,553.666667,577,0,1283.99,0.04,0.01
D,PDREGION,,5,"2026/09/04 04:00:00",1,NSW1,"2026/09/05 03:00:00",52.64439,0,6395.3,6016.03,580,-959.27,0,,,24,,,,,,,,24,,,,,,,,24,,,,,,,,56,,,,,,,,45,,,,,,,,38,,,,,,13481.034,2453,6827.80337,7033.08,,0,,,,40,,,,,,,,,,,,,,,,,,,0.04,0.09,0.03,2.4,0.17,0.38,0.01,0.37,803,885,1138,1612,657,689,669,918.949153,13021.0340,,,0,10,17,565,332,0,1321.034,0.04,0.01
D,PDREGION,,5,"2026/09/04 04:00:00",1,NSW1,"2026/09/05 03:30:00",23.5726,0,6280.82,5478.25,62,-864.57,0,,,34,,,,,,,,24,,,,,,,,24,,,,,,,,65.93,,,,,,,,55,,,,,,,,49,,,,,,13546.249,2450,7033.08394,6402.46,,28,,,,50,,,,,,,,,,,,,,,,,,,0.04,0.09,0.02,2.4,0.17,0.38,0.01,2,849.849057,990.849057,1270,1360.939394,805,816,786,1244,13086.2490,,,0,10,17,565,557,0,1381.249,0.04,0.01
D,PDREGION,,5,"2026/09/04 04:00:00",1,NSW1,"2026/09/05 04:00:00",24.34657,0,6171.01,5187.19,62,-1045.82,0,,,30,,,,,,,,27.29,,,,,,,,20,,,,,,,,100,,,,,,,,123,,,,,,,,81.7,,,,,,13573.189,2458,6402.45931,6289.17,,34,,,,62,,,,,,,,,,,,,,,,,,,0.15,0.14,0.09,5,0.17,1,0.03,2,883,1024,1277,1405,809,820,790,1258,13014.211460,,,0,10,23,569,561,0,1405.189,0.04,0.01
D,PDREGION,,5,"2026/09/04 04:00:00",1,QLD1,"2026/09/04 04:00:00",75.01807,0,5422.53,6445.69,58,965.16,0,,,147.4,,,,,,,,202,,,,,,,,163.81,,,,,,,,47,,,,,,,,199.74,,,,,,,,238.74,,,,,,10499.635,2460,5523.90457,5519.61,,75,,,,30,,,,,,,,,,,,,,,,,,,0.04,0.04,0.01,3.68,0.01,0.01,0.01,0.7,1206,1269,1043,1415.074450,1438,1562.6295,1399,1758.054890,9813.7663,,,0,0,70,1006,1191,0,1065.635,0.02,0
D,PDREGION,,5,"2026/09/04 04:00:00",1,QLD1,"2026/09/04 04:30:00",83.4219,0,5497.29,6484.01,32,954.72,0,,,121.93,,,,,,,,202,,,,,,,,129.94,,,,,,,,99.65,,,,,,,,195.83,,,,,,,,223.83,,,,,,10673.534,2413,5519.61359,5567.18,,78,,,,102,,,,,,,,,,,,,,,,,,,0.04,0.03,0.01,7.8,0.01,0.01,0.01,0.37,1200,1258,1027,1431,1444,1612,1394,1837,9891.990340,,,0,0,93.27,1028,1188,0,976.534,0.03,0
D,PDREGION,,5,"2026/09/04 04:00:00",1,QLD1,"2026/09/04 05:00:00",86.22836,0,5605.78,6395.64,15,774.86,0,,,45,,,,,,,,178.34,,,,,,,,45,,,,,,,,113.19,,,,,,,,198,,,,,,,,237.29,,,,,,10612.016,2417,5567.17964,5644.98,,71,,,,137,,,,,,,,,,,,,,,,,,,0.04,0.04,0.01,4.98,0.01,0.01,0.01,0.37,1251,1309,1078,1491,1447,1615,1397,1881.657390,9787.080140,,,0,0,97.28,1079,1191,0,855.016,0.03,0
D,PDREGION,,5,"2026/09/04 04:00:00",1,QLD1,"2026/09/04 05:30:00",99.2,0,5779.59,6526.96,0,747.37,0,,,49.09,,,,,,,,128.03,,,,,,,,45,,,,,,,,116.26,,,,,,,,225.21,,,,,,,,251.21,,,,,,10320.785,2417,5644.97765,5801.29,,66,,,,108,,,,,,,,,,,,,,,,,,,0.04,0.04,0.01,5,0.01,0.01,0.01,0.37,1126,1184,953,1274.965410,1447,1572.710940,1397,1925.003520,9653.358620,,,0,0,116.8,959,1191,0,736.785,0.03,0
D,PDREGION,,5,"2026/09/04 04:00:00",1,QLD1,"2026/09/04 06:00:00",99.21,0,5936.02,6723.58,0,787.56,0,,,39.83,,,,,,,,172,,,,,,,,45,,,,,,,,114,,,,,,,,238.75,,,,,,,,271.75,,,,,,10133.926,2417,5801.29436,5959.58,,45,,,,113,,,,,,,,,,,,,,,,,,,0.04,0.04,0.01,3.46,0.01,0.01,0.01,1,1061,1119,895,986.9288,1447,1615,1397,2170.0712,9529.405160,,,0,0,108.2,901,1191,0,625.926,0.03,0
D,PDREGION,,5,"2026/09/04 04:00:00",1,QLD1,"2026/09/04 06:30:00",113.78503,0,6096.21,6988.03,0,891.82,0,,,115,,,,,,,,112.85,,,,,,,,45,,,,,,,,131.64,,,,,,,,249.47,,,,,,,,277.47,,,,,,10176.296,2417,5959.58444,6126.22,,49,,,,110,,,,,,,,,,,,,,,,,,,0.04,0.04,0.02,3,0.01,0.01,0.01,1,881,935,679,862,1447,1615,1397,2213,9571.064080,,,0,0,111.25,720,1191,28.958,499.338,0.03,0
D,PDREGION,,5,"2026/09/04 04:00:00",1,QLD1,"2026/09/04 07:00:00",114.11,0,6070.82,7326.78,0,1255.96,0,,,45,,,,,,,,124.23,,,,,,,,45,,,,,,,,151,,,,,,,,244.83,,,,,,,,244.83,,,,,,10544.357,2417,6126.21961,6132.61,,60,,,,79,,,,,,,,,,,,,,,,,,,0.04,0.04,0.03,7.8,0.01,0.01,0.01,2.18,767.048850,710.048850,486.048850,683.048850,1445,1588.041020,1395,1962.719590,9774.357040,,,0,0,183.18,608.048850,1189,633.956,454.401,0.04,0
D,PDREGION,,5,"2026/09/04 04:00:00",1,QLD1,"2026/09/04 07:30:00",70.41403,0,5830.51,6933.29,7,1095.79,0,,,38,,,,,,,,95,,,,,,,,38,,,,,,,,162.76,,,,,,,,310,,,,,,,,311,,,,,,11561.293,2417,6132.60685,5885.47,,62,,,,44,,,,,,,,,,,,,,,,,,,0.09,0.09,0.03,4.98,0.01,0.01,0,3.75,936,981,648,955,1378.245614,1452.543860,1390,1778,10458.706560,,,0,0,177.35,726,1182,1732.738,404.555,0.04,0
D,PDREGION,,5,"2026/09/04 04:00:00",1,QLD1,"2026/09/04 08:00:00",0.01,0,5408.94,6467.99,269,790.06,0,,,38.51,,,,,,,,123.73,,,,,,,,7.76,,,,,,,,156,,,,,,,,303.03,,,,,,,,317,,,,,,11930.885,2661,5885.47091,5704.21,,105,,,,94,,,,,,,,,,,,,,,,,,,0.09,0.08,0.02,7.8,0.01,0.01,0.01,0.99,966,1001,695,1067,1275.157895,1282.421053,1313.122807,1703,10726.830360,,,0,0,181.36,736,1191,2687.471,372.414,0.04,0
D,PDREGION,,5,"2026/09/04 04:00:00",1,QLD1,"2026/09/04 08:30:00",0,0,4976.4,6468.94,488.7,1003.84,0,,,110.76,,,,,,,,97,,,,,,,,108.43,,,,,,,,81.29,,,,,,,,229.95,,,,,,,,275.95,,,,,,12190.456,2661,5704.20993,5510.62,,107,,,,42,,,,,,,,,,,,,,,,,,,0.04,0.04,0.02,4.69,0.01,0.01,0.01,0.99,1078,1130,794,1247,1275.157895,1282.421053,1313.122807,1563.300880,10870.1815,,,0,0,92.07,837,1191,3182.613,347.843,0.03,0
D,PDREGION,,5,"2026/09/04 04:00:00",1,QLD1,"2026/09/04 09:00:00",-5.32438,0,4509.73,6210.74,802,899.01,0,,,35.88,,,,,,,,93,,,,,,,,98,,,,,,,,72,,,,,,,,192.04,,,,,,,,199.75,,,,,,12558.406,2661,5510.62192,5374.58,,96,,,,47,,,,,,,,,,,,,,,,,,,0.04,0.03,0.02,4.69,0.01,0.01,0.01,0.99,1252,1303,968,1867,1150.157895,1157.421053,1188.122807,1432,11124.186240,,,0,22.08,96.56,1011,1066,3429.156,315.25,0.03,0.01
D,PDREGION,,5,"2026/09/04 04:00:00",1,QLD1,"2026/09/04 09:30:00",-6.3,0,4171.06,5976.42,885.3,920.06,0,,,57.97,,,,,,,,133.49,,,,,,,,121,,,,,,,,84.02,,,,,,,,148.55,,,,,,,,165.55,,,,,,12688.394,2661,5374.57665,5104.89,,101,,,,12,,,,,,,,,,,,,,,,,,,0.04,0.03,0.01,4.69,0.03,0.03,0.01,0.37,1254,1302,997,1873,1150.157895,1157.421053,1188.122807,1412.510680,11606.704940,,,0,35.98,70,1013,1066,3536.723,285.671,0.01,0.01
D,PDREGION,,5,"2026/09/04 04:00:00",1,QLD1,"2026/09/04 10:00:00",-6.3,0,3922.11,5990.34,1151.83,916.4,0,,,70,,,,,,,,127,,,,,,,,131,,,,,,,,2,,,,,,,,81.61,,,,,,,,102.61,,,,,,12907.002,2661,5104.89171,5141.92,,91,,,,12,,,,,,,,,,,,,,,,,,,0.01,0.01,0,4.67,0.05,0.05,0.01,0.37,1400,1447,1144,2084,1135.157895,1142.421053,1173.122807,1277,11917.954280,,,0,45.99,0,1159,1051,3586.428,255.574,0.01,0.01
D,PDREGION,,5,"2026/09/04 04:00:00",1,QLD1,"2026/09/04 10:30:00",-7.77,0,3712.76,5859.54,1254.08,892.7,0,,,49.61,,,,,,,,104.02,,,,,,,,102.02,,,,,,,,0,,,,,,,,49,,,,,,,,49,,,,,,13326.613,2492,5141.92285,5033.64,,44,,,,104,,,,,,,,,,,,,,,,,,,0.01,0.01,0,4.2,0.03,0.03,0.01,0.99,1454,1559,1249,2038.080740,958.077155,965.340313,996.042067,788,12206.182080,,,0,0,0,1208,930.919260,3605.518,242.095,0,0
D,PDREGION,,5,"2026/09/04 04:00:00",1,QLD1,"2026/09/04 11:00:00",-6.87,0,3623.68,5982.06,1497.2,861.18,0,,,99.9,,,,,,,,100,,,,,,,,70,,,,,,,,0,,,,,,,,0.84,,,,,,,,25.84,,,,,,13318.661,2492,5033.64093,5185.15,,38,,,,112,,,,,,,,,,,,,,,,,,,0,0,0,2.34,0.01,0.01,0.01,0.99,1568,1673,1409,2505.369570,862.157895,869.421053,900.122807,538.795070,12472.540780,,,0,0,0,1322,839,3607.278,233.383,0,0
D,PDREGION,,5,"2026/09/04 04:00:00",1,QLD1,"2026/09/04 11:30:00",-7.01,0,3694.22,5921.53,1341,886.32,0,,,70,,,,,,,,100,,,,,,,,99.62,,,,,,,,0,,,,,,,,2,,,,,,,,11.49,,,,,,13250.081,2491,5185.1456,5101.43,,71,,,,86,,,,,,,,,,,,,,,,,,,0.01,0.01,0,2.9,0.01,0.01,0.01,3.39,1568,1673,1409,2294,927.157895,934.421053,965.122807,774,12884.811240,,,0,0,0,1322,900,3605.705,221.376,0,0
D,PDREGION,,5,"2026/09/04 04:00:00",1,QLD1,"2026/09/04 12:00:00",-6.41,0,3732.14,5951.14,1475.24,743.76,0,,,100,,,,,,,,121,,,,,,,,75.78,,,,,,,,0,,,,,,,,7.88,,,,,,,,2,,,,,,13236.156,2490,5101.4299,5260.44,,40,,,,5,,,,,,,,,,,,,,,,,,,0.01,0,0,0.99,0.01,0.09,0.01,0.69,1548,1637,1409,2469.362630,770.912975,776.176133,806.877887,563.755080,13172.580340,,,0,0,0,1322,747.755080,3596.981,220.175,0,0
D,PDREGION,,5,"2026/09/04 04:00:00",1,QLD1,"2026/09/04 12:30:00",-6.41,0,3745.95,5949.34,1329.1,874.29,0,,,70,,,,,,,,87.56,,,,,,,,70,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,13233.481,2317,5260.44086,5139.8,,44,,,,109,,,,,,,,,,,,,,,,,,,0,0,0,0.99,0.01,0.03,0.01,0.99,1491,1580,1352,2131.097890,759.157895,764.421053,762.122807,570.345610,13233.4810,,,0,44.82,0,1265,736,3587.185,229.296,0,0.01
D,PDREGION,,5,"2026/09/04 04:00:00",1,QLD1,"2026/09/04 13:00:00",-6.41,0,3735.29,5937.61,1383.58,818.74,0,,,78,,,,,,,,131,,,,,,,,114,,,,,,,,0,,,,,,,,49,,,,,,,,65.15,,,,,,13269.544,2317,5139.79743,5178.44,,28,,,,70,,,,,,,,,,,,,,,,,,,0.01,0.01,0,2.64,0.01,0.05,0.01,0.88,1454,1559,1295,2158.579130,743.157895,748.421053,740.122807,515.420870,13269.5440,,,0,46.11,0,1208,720,3572.002,234.542,0,0.01
D,PDREGION,,5,"2026/09/04 04:00:00",1,QLD1,"2026/09/04 13:30:00",-7.5,0,3828,5823.72,1328,667.73,0,,,117.13,,,,,,,,129,,,,,,,,169.92,,,,,,,,0,,,,,,,,13.46,,,,,,,,0,,,,,,13260.366,2221,5178.43508,5202.41,,57,,,,56,,,,,,,,,,,,,,,,,,,0,0,0,2.64,0.17,0.1,0.03,1.65,1380,1483,1219,2310.541290,634.157895,639.421053,634.122807,276.866570,13260.3660,,,0,0,0,1134,559,3562.297,237.069,0,0
D,PDREGION,,5,"2026/09/04 04:00:00",1,QLD1,"2026/09/04 14:00:00",-6.87,0,4025.56,5932.77,1046.68,860.52,0,,,31.84,,,,,,,,130.8,,,,,,,,116.8,,,,,,,,0,,,,,,,,0,,,,,,,,2,,,,,,13244.374,2174,5202.40564,5134.03,,126,,,,53,,,,,,,,,,,,,,,,,,,0.01,0,0,0.99,0.03,0.03,0.01,0.99,1568,1673,1409,2586.6838,885.474095,892.737253,845.439007,767.517360,13244.3740,,,0,0,0,1322,801.3162,3534.508,252.866,0,0
D,PDREGION,,5,"2026/09/04 04:00:00",1,QLD1,"2026/09/04 14:30:00",-6.49,0,4321.2,6011.28,804.23,885.85,0,,,81,,,,,,,,121,,,,,,,,121,,,,,,,,0,,,,,,,,21.67,,,,,,,,2,,,,,,13225.842,1788,5134.03316,5187.71,,88,,,,19,,,,,,,,,,,,,,,,,,,0.01,0.01,0,2.4,0.07,0.07,0.02,0.99,1403,1492,1264,1861.222540,748.157895,755.421053,692.122807,579.777460,13225.8420,,,0,0,0,1182,673,3492.665,277.177,0,0
D,PDREGION,,5,"2026/09/04 04:00:00",1,QLD1,"2026/09/04 15:00:00",-6.3,0,4738.47,6080.51,412.26,929.78,0,,,70,,,,,,,,118,,,,,,,,122,,,,,,,,0,,,,,,,,72,,,,,,,,39.49,,,,,,13196.152,1493,5187.71481,5214.56,,57,,,,23,,,,,,,,,,,,,,,,,,,0.01,0.01,0,5,0.07,0.07,0.02,0.37,1403,1492,1264,1628,699.157895,648.421053,604.122807,652,13196.1520,,,0,48.62,0,1182,674,3429.275,302.877,0,0.01
D,PDREGION,,5,"2026/09/04 04:00:00",1,QLD1,"2026/09/04 15:30:00",-5.47968,0,5213.44,6375.67,355,807.23,0,,,70,,,,,,,,124,,,,,,,,119,,,,,,,,0,,,,,,,,39.44,,,,,,,,2,,,,,,13119.734,1455,5214.55727,5617.22,,82,,,,19,,,,,,,,,,,,,,,,,,,0.01,0.01,0,6.81,0.05,0.07,0.02,1.51,1510,1570,1369,1691,681.157895,725.421053,624.122807,659,13119.7340,,,0,24.82,0,1322,609,3314.629,323.105,0,0.01
D,PDREGION,,5,"2026/09/04 04:00:00",1,QLD1,"2026/09/04 16:00:00",-5.42004,0,5808.75,6557.22,354,394.46,0,,,69.8,,,,,,,,122,,,,,,,,120,,,,,,,,0,,,,,,,,119,,,,,,,,41.42,,,,,,13386.966,1409,5617.21616,6196.43,,60,,,,120,,,,,,,,,,,,,,,,,,,0,0.01,0,4.98,0.07,0.07,0.01,0.88,1568,1673,1409,2056,677.157895,738.421053,606.122807,645,13386.9660,,,0,9.54,0,1322,560,3069.636,350.33,0,0.01
D,PDREGION,,5,"2026/09/04 04:00:00",1,QLD1,"2026/09/04 16:30:00",0.01108,0,6366,6870.55,52,452.55,0,,,104.45,,,,,,,,124,,,,,,,,148.51,,,,,,,,2,,,,,,,,114.02,,,,,,,,49,,,,,,13561.799,1240,6196.43374,6423.21,,58,,,,32,,,,,,,,,,,,,,,,,,,0.01,0.01,0,7.46,0.17,0.1,0.3,3.99,1548,1637,1409,1996,711.157895,737.421053,632.122807,747,13561.7990,,,0,0,0,1322,609,2566.74,375.059,0,0
D,PDREGION,,5,"2026/09/04 04:00:00",1,QLD1,"2026/09/04 17:00:00",54.75,0,6911.33,7236.38,0,325.05,0,,,110,,,,,,,,163,,,,,,,,148.7,,,,,,,,119,,,,,,,,194,,,,,,,,125,,,,,,12797.656,1427,6423.20932,6911.99,,121,,,,139,,,,,,,,,,,,,,,,,,,0.04,0.03,0.01,4.1,0.03,0.07,0.02,2.18,1486,1563,1379,1619,948,1052,768,1335,12797.6560,,,0,37.58,0,1322,730,1724.797,417.859,0,0.01
D,PDREGION,,5,"2026/09/04 04:00:00",1,QLD1,"2026/09/04 17:30:00",71.68,0,7212.99,7329.25,0,116.26,0,,,114.09,,,,,,,,137,,,,,,,,58.25,,,,,,,,197,,,,,,,,290.1,,,,,,,,240.72,,,,,,11824.21,1947,6911.98515,7211.74,,98.56,,,,56,,,,,,,,,,,,,,,,,,,0.04,0.04,0.02,3,0.01,0.03,0.01,2.18,1359,1448,1240,1501.392420,1161,1286,1078,2249.607580,11824.21,,,0,0,56.55,1158,910,653.262,491.948,0.01,0
D,PDREGION,,5,"2026/09/04 04:00:00",1,QLD1,"2026/09/04 18:00:00",72.32934,0,7408.4,7496.3,0,87.9,0,,,86.55,,,,,,,,128.84,,,,,,,,45,,,,,,,,221.23,,,,,,,,306,,,,,,,,265.84,,,,,,11397.867,2181,7211.73516,7407.21,,74,,,,2,,,,,,,,,,,,,,,,,,,0.04,0.09,0.03,0.03,0.01,0.01,0.01,2,909,994.111111,828,919,1286.315789,1401.842105,1206.842105,3013.447120,11397.8670,,,0,20.99,139,757,1054,42.259,577.608,0.04,0.01
D,PDREGION,,5,"2026/09/04 04:00:00",1,QLD1,"2026/09/04 18:30:00",71.8791,0,7435.2,7567.47,0,132.26,0,,,45,,,,,,,,136.83,,,,,,,,45,,,,,,,,185.95,,,,,,,,278.84,,,,,,,,268.83,,,,,,11446.035,2191,7407.20566,7433.73,,172.95,,,,68,,,,,,,,,,,,,,,,,,,0.04,0.04,0.02,5,0.01,0.01,0,0,832,917.111111,711,772,1302.315789,1417.842105,1222.842105,3185.167830,11446.0350,,,0,0,157.47,642,1064,0.046,663.989,0.04,0
D,PDREGION,,5,"2026/09/04 04:00:00",1,QLD1,"2026/09/04 19:00:00",72.5,0,7348.39,7432.27,0,83.88,0,,,65.83,,,,,,,,114.43,,,,,,,,102.87,,,,,,,,203.83,,,,,,,,293.44,,,,,,,,291,,,,,,11493.715,2214,7433.72523,7347.27,,74,,,,76,,,,,,,,,,,,,,,,,,,0.04,0.08,0.03,3,0.01,0.01,0.01,2,986,1071.111111,877,1076,1423.315789,1581.842105,1343.842105,3086,11330.9786,,,0,16.27,191.44,831,1191,0,707.715,0.04,0.01
D,PDREGION,,5,"2026/09/04 04:00:00",1,QLD1,"2026/09/04 19:30:00",79.75,0,7191.02,7373.7,0,182.67,0,,,45,,,,,,,,146.1,,,,,,,,45,,,,,,,,243.33,,,,,,,,300,,,,,,,,301,,,,,,11214.323,2266,7347.27264,7189.8,,88,,,,45,,,,,,,,,,,,,,,,,,,0.09,0.09,0.03,4.98,0.01,0.01,0,2.18,997.586207,1067.888889,911.538462,1127,1193.859649,1357.403509,1119.403509,2157.899130,10836.608520,,,0,0,211.24,846,949,0,702.323,0.04,0
